	er-cv	name	ssn	weight	relationship	alt	trombocyty	hematokrit	indicator	ast	alp	leukocyty	erytrocyty	etytr	hemoglobin	hbver	smoker
8280	51.45399	Richard Anderson	435-94-0879	113.74987	divoced	1.85058	6.29876	7.74850	0.00000	65.33058	70.35323	3.86770	2.71801	8.11169	5.43913	4.24482	no
8281	64.81406	Haley Hernandez DDS	884-46-2114	90.10503	divoced	2.03023	6.39663	6.73811	1.00000	58.26565	54.64947	6.88668	5.35346	7.68066	4.90820	6.86919	no
8282	55.84191	Mr. Richard Summers	451-82-1225	79.18333	married	4.44978	6.04241	5.74511	1.00000	49.52965	79.19203	5.50938	8.00233	6.11711	5.74405	5.50607	yes
8283	67.06077	Lisa Rosario	244-91-8056	50.47539	divoced	1.23539	6.42144	5.74575	1.00000	39.87539	79.91724	8.90854	4.48828	7.00070	5.66261	5.94881	no
8284	35.78750	Paul Bennett	112-52-3276	32.52369	single	2.17166	4.89122	8.09483	1.00000	46.55016	83.16364	7.09225	6.16196	6.30806	5.93778	5.87510	no
8285	23.83769	Jody Cox	687-39-8814	86.55082	nop	2.34622	6.29540	6.03626	1.00000	43.11254	18.82794	5.86383	6.27812	7.91487	3.71619	5.15178	yes
8286	55.68723	Nicole Kelly	777-04-4148	9.62226	widowed	2.56617	7.19064	7.29810	0.00000	26.95722	77.68554	7.22140	6.85764	9.15031	7.07966	7.60759	no
8287	54.43756	April Sharp	503-37-2421	101.74993	married	1.25108	6.59010	5.12439	0.00000	48.16542	40.17344	3.99742	4.43077	8.76265	4.49885	6.57726	no
8288	22.97659	Julie Smith	118-96-9568	45.45630	widowed	1.73384	5.32230	6.08823	0.00000	50.67720	86.68406	5.57030	4.19844	6.34925	6.02867	8.02088	no
8289	40.30323	Rebecca Salas	697-38-7076	51.66152	divoced	3.70901	7.29977	5.76293	1.00000	42.32107	82.18060	5.19017	6.98912	7.91412	6.15126	6.68792	Y
8290	22.38941	Kimberly Mendoza	361-12-7812	91.09687	divoced	2.25611	5.24400	5.84468	0.00000	40.68127	22.73303	4.03535	5.09884	8.52188	3.93536	6.76151	no
8291	48.85812	Ashley Allen	132-85-4006	70.45298	single	1.82958	5.49443	6.06561	1.00000	44.05562	53.53973	6.41617	5.39916	7.54328	4.65418	6.78564	no
8292	42.88965	Rhonda Walker	001-95-7701	25.79557	widowed	1.99214	7.58435	6.85690	1.00000	52.52998	60.51802	4.91831	5.49221	7.32365	4.97516	6.67749	no
8293	59.95706	Ronald Osborne	458-52-5191	78.70870	widowed	1.63679	8.64009	6.63334	0.00000	41.06854	79.57936	5.14171	5.08566	7.00511	7.09262	7.12328	no
8294	45.32824	Samuel Sosa	499-26-5259	127.36901	divoced	2.17036	3.70156	6.32675	1.00000	44.89342	18.43681	6.67623	5.38396	8.21298	3.79069	5.24681	no
8295	56.28221	Laura Johnson	315-97-1880	44.11437	married	2.49598	6.14752	6.67709	1.00000	23.27548	60.99370	5.69794	6.83822	7.35934	5.05033	5.88135	no
8296	71.27195	Chris Rodriguez	669-57-8657	93.00338	single	1.97761	6.24141	5.44018	1.00000	43.73866	56.21494	6.97439	5.36534	7.92645	4.87157	6.86997	yes
8297	59.50504	Brandon Zuniga	317-03-2863	76.38069	divoced	2.32819	6.16773	6.05517	1.00000	34.31974	67.55240	8.90057	2.87968	8.98762	5.40407	5.05356	no
8298	38.94446	Matthew Thomas	405-26-3193	96.99677	divoced	1.85813	7.40154	7.59832	1.00000	35.59581	61.31893	7.06217	5.49740	7.19938	5.13789	5.63858	yes
8299	43.70044	Heidi Brown	641-76-0014	54.60137	married	6.93980	4.60875	5.87889	0.00000	56.89708	70.86976	7.58514	8.75281	5.94601	5.28748	7.24268	no
8300	50.99975	Ryan Hall	295-49-4894	46.05007	divoced	5.86887	5.18353	5.36041	1.00000	65.09038	36.19554	6.40935	8.26669	6.65173	8.16273	7.70207	Y
8301	62.47166	William Fritz	317-38-9147	88.82550	widowed	2.01894	6.18430	5.64853	1.00000	19.85301	67.40844	8.21567	4.92751	6.88301	7.44781	6.96356	no
8302	37.26047	William Green	691-38-5258	38.32409	single	8.02221	7.00024	4.27275	1.00000	26.31509	16.55190	4.38519	8.85570	8.05776	9.34983	5.11459	no
8303	70.51041	Cassandra Baker	641-94-5066	8.27503	widowed	4.40789	7.01245	6.88172	1.00000	41.48805	65.88502	4.64199	7.88849	8.36837	7.34478	6.14793	yes
8304	80.31926	Brandon Lee	440-52-7239	9.14860	divoced	3.87067	8.29761	6.19542	1.00000	45.87884	43.90945	5.13028	7.36128	6.91792	7.88522	6.29421	no
8305	46.24709	Shawn Johnson	432-95-2781	93.00992	married	4.40568	6.44295	4.47389	1.00000	55.55822	83.08429	5.72874	7.81823	5.81652	5.77809	6.81639	no
8306	74.08674	Andrew Combs	814-13-1515	33.04604	married	1.22009	5.74440	7.50204	1.00000	40.43618	88.38338	5.46619	6.18440	6.65981	6.22944	6.00516	Y
8307	52.68918	Jerome Rose	023-28-1956	33.39156	single	2.42648	6.05482	5.43356	1.00000	65.62392	81.66535	3.24103	5.14806	7.38403	6.09754	5.92942	no
8308	43.13140	Christine Gibson	344-14-5413	102.98650	widowed	2.85893	6.54179	6.81894	1.00000	62.99902	76.73078	6.44215	6.52052	6.84891	5.53415	6.74414	no
8309	86.20631	Lance Lane	170-69-7585	59.70652	divoced	3.12011	5.63107	4.72630	1.00000	55.83975	84.45115	4.18897	6.82169	8.17400	6.61049	3.74256	no
8310	41.47611	Joseph Greene	616-28-6059	82.51174	separated	2.05108	3.29639	7.57905	1.00000	38.91152	85.49247	6.21088	6.69280	6.22509	6.79929	6.58786	Y
8311	65.50190	Bridget Sims	097-07-1522	61.04583	married	1.27702	4.67796	4.66839	0.00000	34.62135	83.06603	6.07444	6.08537	6.26531		6.40204	no
8312	39.79527	James Hopkins	642-20-2660	61.04362	married	3.26040	7.50011	5.70598	1.00000	38.26714	84.75542	5.97187	7.31354	7.17953	6.64365	7.07256	N
8313	61.01516	Deborah Johnson	874-01-6434	23.50891	single	1.99693	5.53417	4.84040	1.00000	26.96038	87.08948	11.46831	2.08685	6.86209	5.97985	4.65230	no
8314	55.38015	Eric Baldwin	468-39-4695	61.85500	single	2.22386	7.83815	5.49593	1.00000	49.09247	30.06999	7.47541	4.67563	8.13622	4.10895	5.48712	yes
8315	50.08135	Adrian Blevins	241-07-4212	88.13176	married	1.46636	6.23589	6.55531	0.00000	82.74632	39.64104	4.36251	5.01931	8.46403	4.43849	6.81383	yes
8316	50.78769	Holly Walker	161-78-9092	11.09583	separated	1.41350	6.60922	7.47174	0.00000	24.57973	89.61951	3.85292	3.34938	4.86800	6.43742	5.65688	Y
8317	64.32174	John Colon	534-62-1019	54.38950	widowed	2.24785	7.61459	6.87290	1.00000	39.85362	73.87889	8.17641	3.99849	7.41020	5.27331	5.37417	Y
8318	68.22614	Mary Parsons	692-42-9696	46.63458	divoced	1.60266	5.09195	5.90981	0.00000	68.53700	80.16024	4.82602	3.85931	7.48338	5.90441	3.49817	no
8319	83.65569	Derrick Sawyer	649-89-6931	119.73940	married	1.74727	6.66805	6.33383	1.00000	72.46630	88.27900	9.32743	3.73619	7.39250	6.52050	5.32088	Y
8320	52.37193	Anita Bowers	487-69-3699	99.06088	married	3.97892	7.21137	6.51880	1.00000	44.50049	49.38606	4.40054	7.68228	7.84501	7.92819	6.01154	Y
8321	87.41659	Christine Beck	864-11-2647	74.04922	divoced	2.06348	6.03793	6.04143	0.00000	28.63218	68.35024	4.06990	4.50305	5.88695	7.23666	5.73745	yes
8322	87.63463	Jay Atkinson	273-41-3281	47.51304	single	1.92577	7.66061	7.24118	1.00000	54.09470	56.60135	9.40929	2.90721	7.98214	4.99457	9.15366	yes
8323	62.59976	Mr. Mitchell Carter	863-51-5009	85.25645	divoced	1.96838	5.86108	5.55645	1.00000	53.76965	80.44068	8.99504	4.06982	6.65727	6.47841	7.87577	no
8324	18.73688	Kendra Pierce	809-44-6717	45.13896	married	3.11553	6.93922	6.26940	0.00000	48.80174	63.96127	6.87048	6.55452	9.18168	7.47345	6.79533	no
8325	65.00960	Nicole Lowe	652-70-8474	26.56111	single	2.16439	6.10150	4.87546	1.00000	49.68680	7.74748	5.14975	6.91902	7.60513	2.60714	6.74001	no
8326	43.55638	Luis Cox	443-63-9253	72.06273	divoced	1.93547	5.84422	6.89665	0.00000	48.98953	70.43889	4.49088	4.51143	6.49774	7.27703	5.97242	no
8327	44.54912	Laurie Ho	373-19-6917	54.16636	single	1.48720	7.21801	5.50985	0.00000	58.01215	59.78990	5.39560	6.06951	7.85078	7.63060	4.39516	no
8328	27.35680	Katherine Saunders	175-52-6822	99.78179	widowed	1.54357	5.99137	7.28102	1.00000	56.56605	77.95528	4.42653	6.50094	8.34153	5.78549	7.92069	no
8329	49.00619	Jo Clark	113-47-8334	52.23402	separated	2.16303	5.69787	6.51351	0.00000	34.84382	81.75276	6.09839	4.78271	6.19348	6.59042	5.18416	yes
8330	41.61256	Valerie Chambers	217-25-0504	143.19436	married	2.63944	6.30055	7.40638	1.00000	36.61735	79.65088	6.98890	6.94124	6.06902	6.71194	5.74785	Y
8331	54.07756	Tyler Anderson	845-49-4951	58.13646	nop	1.08987	6.00619	4.65602	1.00000	52.43504	58.61892	7.76761	3.17195	9.58636	1.42442	7.50492	no
8332	41.04784	Marie Stewart	103-03-3261	71.26266	widowed	5.41996	6.35942	6.89926	1.00000	67.29149	48.15884	4.70227	8.17852	8.26585	7.87722	7.03999	no
8333	60.34611	Kathy Buckley	697-56-7841	4.94982	married	4.53510	5.72559	5.98644	0.00000	51.69961	12.83695	5.66096	8.05676	7.58166	2.96558	6.14388	no
8334	60.82058	Amy Stewart	486-71-0693	55.13212	separated	3.89402	5.07307	6.00421	1.00000	38.80019	86.70608	6.31858	7.75956	6.13576	6.47853	5.12201	Y
8335	54.58805	Wendy Riddle	266-92-2276	90.53856	married	2.13724	6.51590	7.39853	0.00000	64.06707	71.36235	5.92083	6.80453	6.96010	5.38730	6.01632	no
8336	31.89392	Jessica Rodriguez MD	464-49-0654	96.16406	divoced	3.44810	6.48312	8.30400	1.00000	57.56994	89.62749	5.62802	7.76763	6.87595	6.56029	5.32856	no
8337	46.30522	Kyle Lawson	680-87-7962	73.00026	nop	1.55360	7.40765	6.86398	0.00000	63.57661	12.00723	4.65754	4.78502	10.24125	9.23467	7.30144	yes
8338	31.44046	Martin Schroeder	618-10-3923	56.85446	divoced	3.07982	7.49537	6.54027	1.00000	32.67601	30.57264	4.09585	7.20863	7.29229	8.35490	6.56810	no
8339	24.23407	Anthony Gibbs	822-07-4185	61.37855	divoced	1.15321	5.65651	4.73601	1.00000	24.03616	73.64341	3.93882	5.82870	8.23039	5.31496	6.77101	no
8340	51.20350	Chelsey Adams	790-37-6598	43.53222	widowed	1.98745	5.68836	5.91158	0.00000	48.25886	17.06057	4.07978	4.91005	8.42198	3.88327	5.60611	yes
8341	52.00210	Patrick Parker	514-26-6799	98.70848	single	1.52892	7.41651	7.33764	0.00000	48.94784	46.55119	4.03863	3.87077	7.27840	7.82342	6.40066	no
8342	42.89901	Kenneth Moreno	267-47-5767	5.64836	separated	1.34487	6.60679	7.46223	0.00000	42.34427	91.40146	4.45593	4.22406	5.16242	6.47062	4.75385	yes
8343	26.13481	Jessica Guzman	607-17-4569	90.26690	divoced	2.92102	4.97326	6.83168	1.00000	67.96538	74.81305	6.47678	6.83656	6.86120	5.49981	6.05965	Y
8344	60.13988	Catherine Carter	761-43-3372	171.22827	single	1.46185	8.73594	7.19375	1.00000	49.02054	13.45441		3.68120	8.54718	3.12787	5.27604	no
8345	78.37815	Christina Hawkins	716-98-7215	54.91822	separated	1.72147	6.36688	8.47109	1.00000	67.71177	15.60521	7.14606	4.47506	8.06683	3.60199	6.30131	no
8346	51.15356	Joseph Best MD	276-20-6950	-10.26007	single	9.51201	6.06048	6.70695	1.00000	55.77045	12.06975	5.19179	9.03145	7.76847	9.12434	6.33492	Y
8347	77.28344	John Rodriguez	019-75-6193	41.53398	married	1.51795	6.27579	7.04075	1.00000	45.62014	92.49764	8.44940	4.67632	6.45543	5.89646	5.83348	yes
8348	68.76170	James Hart	754-93-5479	37.58835	married	3.22970	4.68053	6.07405	1.00000	46.77566	86.34938	6.60378	7.37400	5.51644	6.20445	5.73283	no
8349	69.08893	Christina Hill	031-08-5191	85.98250	divoced	0.87308	7.41074	4.93834	0.00000	15.34325	63.30807	1.19995	0.54460	3.95950	7.41019	6.00655	Y
8350	48.99850	Scott Mcdonald	354-79-8300	88.84997	single	1.54527	6.24964	5.55236	0.00000	49.83924	90.85080	3.85206	2.74737	8.23834	5.82151	6.80909	no
8351	46.66772	Donald Day	070-43-0648	87.34319	single	3.92409	5.99204	6.04630	1.00000	43.12759	63.79127	4.80781	7.89883	8.12805	7.56512	6.12605	yes
8352	57.65979	Johnathan Wilson	695-43-7862	60.80524	widowed	2.13625	6.53031	6.44150	0.00000	50.17378	89.12915	6.94013	6.66338	7.38156	6.16873	7.08895	yes
8353	32.55023	Denise Clark	706-62-3871	130.80431	married	2.40970	6.64798	5.99827	0.00000	34.63735	88.17573	5.76709	6.20114	6.02159	6.32504	6.45011	no
8354	62.30004	Katherine Taylor	702-23-7036	67.79680	divoced	2.70538	6.54062	5.48405	0.00000	43.40821	10.37892	5.69688	6.20525	11.19486	9.50317	6.22350	no
8355	49.96915	Patrick Robinson	170-96-3503	46.90522	nop	2.63219	6.66850	4.43631	0.00000	50.56123	39.64742	5.95636	6.64431	9.18738	8.23091	6.24338	no
8356	35.68506	Gabriel Schwartz	408-80-5188	56.25642	divoced	2.35477	3.95365	6.22000	1.00000	28.33764	35.82161	6.13472	5.12405	8.80659	2.07900	6.69899	Y
8357	78.61908	Monica Erickson	294-25-8406	55.55825	married	2.14445	6.70837	6.59581	0.00000	42.17406	36.50626	4.32616	5.27167	8.56937	4.19256	7.17789	no
8358	79.30010	Christopher Herrera	753-61-0405	74.98800	divoced	2.07166	8.69682	6.80782	1.00000	54.83478	88.33881	8.16905	5.99172	6.30746	6.30919	5.71021	no
8359	71.22033	Andrew Terry	684-45-3601	100.74090	widowed	1.68534	6.01727	6.52093	0.00000	23.95882	89.60877	4.98940	4.56077	7.50356	5.88515	5.64623	no
8360	42.35872	Thomas Rodriguez	329-17-7053	55.55690	married	2.17781	5.67113	5.63040	1.00000	59.36810	8.12694	6.94252	5.27721	8.12598	2.76423	6.61705	Y
8361	51.96924	Felicia Crawford	110-60-7352	28.92514	divoced	2.19472	6.52017	6.36155	0.00000	60.63007	78.03717	6.96164	6.96947	5.88880	5.61378	5.47745	no
8362	45.49064	Kim Cook	318-91-2299	27.50497	single	1.16853		6.33454	0.00000	33.31529	17.14624	4.17880	5.60630	8.77196	3.82299	7.57733	no
8363	68.88797	Erika Cooper	377-77-0942	90.55226	married	3.68181	5.13131	6.12359	1.00000	54.91668	40.55585	6.25179	6.65239	7.23033	4.41238	6.47482	Y
8364	37.83715	Tyler Mann	462-65-3459	88.21043	widowed	0.97786	4.83260	5.59075	0.00000	37.34109	81.54462	4.34631	3.09037	8.05066	5.75423	6.32415	yes
8365	21.07682	Hannah Garcia	551-33-4690	63.67204	single	1.81435	6.24470	6.48714	1.00000	52.09560	50.70879	3.30487	3.53296	6.31647	7.78340	5.34771	no
8366	66.48166	Veronica Crane	397-22-3081	105.18931	divoced	3.06496	5.99281	6.41127	1.00000	41.89741	71.84618	7.12360	7.02158	9.00736	7.05094	6.50446	yes
8367	31.31512	Joshua Gonzalez	200-77-7014	103.20169	divoced	1.34462	5.52534	6.63381	1.00000	47.95354	76.34323	9.37759	3.37725	7.57619	5.80625	6.42572	yes
8368	54.42332	Justin Reyes	494-22-3337	44.40361	widowed	2.02903	5.67518	4.75738	1.00000	45.51569	67.62101	6.90182	5.90374	7.19389	5.21999	6.90875	no
8369	32.39242	George Reyes	553-80-5538	46.79795	single	2.93400	6.73892	5.95807	1.00000	47.89516	88.91795	7.52129	6.13289	6.57807	6.59433	6.35359	no
8370	67.82676	Theresa Douglas DVM	183-80-0444	34.29952	single	1.63940	8.24679	5.49210	1.00000	39.33945	87.75981	7.74232	5.73515	7.10063	6.61401	6.12765	Y
8371	64.73438	Anthony Haynes	853-52-0682	72.26920	divoced	1.62970	7.12816	3.94213	1.00000	41.00649	91.02671	8.66086	4.42938	7.04718		8.07222	no
8372	49.97813	Eric Mcdonald	611-89-2042	74.99012	separated	6.72839	7.77651	5.67675	1.00000	30.98764	44.05710	5.50083	8.63354	8.19371	7.81859	7.02554	yes
8373	32.75246	Audrey Munoz	003-28-2988	89.30927	separated	2.23508	6.33080	6.11242	1.00000	36.43038	84.78162	4.22994	6.58857	8.00479	6.45003	6.07142	no
8374	13.98273	Stephen Thompson	134-36-6951	59.22463	divoced	1.22572	6.62226	5.55907	1.00000	42.26055	13.08178	5.12811	6.45063	8.09868	3.30908	5.53800	yes
8375	58.34851	Rebecca Fitzgerald	333-18-6837	79.11446	divoced	2.03170	7.22449	4.38102	0.00000	48.48168	21.95703	5.95289	6.33250	9.79416	8.38855	5.54384	yes
8376	43.62881	Harry Henderson	827-71-1979	31.22249	single	1.77953	4.99329	5.19907	0.00000	28.72879	25.15366	3.53761	4.02356	7.58925	8.64194	7.27023	no
8377	66.23139	Shawn Moody	643-12-2120	49.13188	divoced	3.85276	6.00843	7.07816	0.00000	37.67694	85.14919	6.74611	7.42733	6.90307	6.45926	6.57534	no
8378	50.64292	Kelly Hernandez	266-46-6929	99.91199	divoced	1.84518	5.03641	5.13485	0.00000	35.46209	84.00643	4.16032	2.58779	7.55374	5.95333	5.70810	no
8379	37.01272	Jessica Morrison	827-46-8851	95.15830	single	1.54811	6.92115	8.07426	1.00000	35.48093	87.26196	6.45268	6.08172	6.91653	5.81742	5.28513	no
8380	59.23981	Megan Moyer	631-26-8067	22.38998	married	1.80308	6.32691	6.40398	1.00000	37.04869	36.30137	10.52626	3.09480	7.26461	8.26818	7.26037	Y
8381	37.80100	Karen Alvarado	209-09-8672	125.44518	married	2.15701	7.84936		0.00000	51.96882	45.12653	4.65084	5.11399	8.02894	8.20128	6.60820	no
8382	55.40276	Wendy Fuentes	748-29-6460	109.64203	married	9.15494	6.25993	6.33294	1.00000	34.74915	8.68600	3.92973	9.06777	8.87980	9.19267	5.98129	no
8383	55.28938	Angela Floyd	728-12-7050	-47.71983	married	3.89472	6.22102	6.37616	0.00000	48.74493	37.12463	6.28385	7.91278	7.11344	4.21540	6.55318	Y
8384	61.70793	Heidi Davis	405-44-2963	49.91709	divoced	2.88135	5.69385	5.01814	1.00000	33.55001	39.84692	3.74462	6.91691	7.42397	8.07372	4.76755	Y
8385	63.35189	Christopher Ross	549-36-4418	131.48479	nop	3.60944	6.52038	6.64093	0.00000	52.54431	72.86045	6.25964	7.36731	6.55711	7.21778	7.19053	yes
8386	49.09831	Samantha Woods	769-38-7245	46.79745	married	2.28559	6.63765	4.72059	0.00000	49.44279	77.15538	5.12905	4.60174	7.83576	6.11657	6.13544	no
8387	47.19708	Robert Gonzalez	601-54-7470	71.05570	divoced	2.44968	6.76499	7.71399	0.00000	44.71209	84.68232	6.12837	6.10174	6.17042	6.22553	6.35642	no
8388	37.73276	Jordan Nguyen	221-64-8547	-25.67951	single	2.71660	4.10491	6.75511	1.00000	33.17828	91.08163	6.98509	6.95771	6.10402	6.20907	5.44122	yes
8389	39.51549	Kelly Johnson	468-21-8041	92.91015	married	1.57266	7.29562	5.99329	1.00000	52.55900	68.83818	4.83282	5.13412	6.87752	5.15419	5.73508	yes
8390	40.67962	Jennifer Huang	593-87-7840	15.72491	single	1.76063	7.16096	6.04650	0.00000	35.15656	81.80775	5.17812	4.24182	4.93949	5.73733	6.87670	N
8391	74.89551	Robert Jones	396-16-0693	4.60387	divoced	2.49913	7.04315	8.43112	1.00000	42.60108	10.46829	6.90988	5.05559	7.78120	3.35061	3.55830	no
8392	61.92533	Kim Mcintyre	897-05-9759	78.29893	married	2.59426	6.23536	6.30464	1.00000	57.01932	88.00983	7.78650	5.02964	7.31216	5.74114	6.10839	N
8393	62.77556	Alicia Washington DVM	049-52-8391	104.43709	separated	1.59975	6.28741	5.49632	0.00000	41.19237	88.69183	7.56922	5.80978	6.71384	6.29942	5.58218	Y
8394	68.83570	William Rodriguez	605-06-2588	118.51207	separated	1.95162	6.94880	5.50893	0.00000	27.90766	18.59680	4.72252	4.60995	10.12376	9.04207	6.65618	N
8395	66.77198	Sean May	020-82-6703	24.65731	single	1.60428	5.63503	6.98521	0.00000	50.27331	43.94108	7.39658	5.14295	5.11344	7.98519	5.83692	no
8396	37.10747	Joseph Simmons	492-28-8037	73.71077	divoced	1.14174	7.36982	6.80799	0.00000	38.90519	68.54220	4.44737	3.83300	7.78098	5.29514	4.98726	N
8397	78.39512	Samantha Rodgers	896-56-5139	92.49218	married	2.83928	6.91442	8.05763	1.00000	56.38104	75.47713	5.22283	5.69748	7.05001	5.43198	7.55156	no
8398	68.50440	Susan Ramirez	899-87-7308	50.56366	widowed	1.92457	3.60060	6.20256	1.00000	25.21589	61.45672	8.84116	3.83646	7.50674	5.27426	5.19845	Y
8399	69.30851	Collin Gallagher	165-90-6092	98.95052	single	1.31009	4.79358	5.61579	1.00000	61.07253	35.64006	7.39697	5.23907	6.95864	4.40992	4.69352	no
8400	53.69063	Susan Gomez	612-10-5676	120.30561	widowed	7.63790	7.30416	6.70050	1.00000	36.68100	7.07927	5.15277	8.80940	7.52723	9.28450	4.91053	yes
8401	51.53516	Robert Garcia	636-14-2308	34.07778	single	2.80298	5.55247	6.79475	1.00000	54.04993	79.61057	6.08261	7.12481	6.49302	7.14980	7.82511	no
8402	33.56713	Travis Mckee	129-14-8025	100.66507	widowed	2.08824	5.99442	5.47022	1.00000	33.93427	61.71042	6.41656	5.59173	6.25403	5.01795	7.02347	no
8403	33.51458	Anthony Jimenez	333-64-1123	82.06964	divoced	2.04132	5.11614	6.00166	1.00000	42.74233	87.57738	5.07847	3.70493	7.24444	6.39873	4.77255	no
8404	48.11081	Heidi Jones	232-85-2302	95.18858	widowed	2.30478	6.71142	7.65177	1.00000	36.40211	72.29273	7.95441	3.91130	8.16467	5.17405	8.31806	no
8405	68.14139	Jennifer Estes	847-34-3704	40.24775	divoced	1.82708	6.68591	7.59512	1.00000	37.44327	62.80117	8.66698	4.56048	6.51025	7.47450	5.89951	no
8406	49.09874	Lisa Stone	487-16-9632	72.36857	divoced	2.64680	6.53705	6.69153	1.00000	58.73925	74.13447	7.88326	4.42389	7.83086	5.39726	6.91391	yes
8407	36.77913	Angela Vega	786-87-6407	77.00452	widowed	1.69782	6.72493	5.32707	0.00000	44.97983	34.49882	4.24189	4.22246	8.00416	4.48598	7.37802	yes
8408	71.96997	Courtney Payne	862-07-3333	81.80516	separated	2.13550	5.36335	6.53495	1.00000	42.09084	90.91926	4.19466	6.40577	7.53783	6.78642	5.70064	no
8409	37.65853	David Collier	601-03-3480	57.47203	separated	1.82386	6.26751	7.89146	1.00000	55.35887	47.12508	5.85542	4.65760	5.83655	4.72049	6.86422	Y
8410	40.88797	James Hopkins	642-20-2660	122.88041	married	2.23741	6.01357	7.17631	1.00000	62.59518	67.53803	5.60783	6.74212	6.18647	7.37724	7.87211	no
8411	47.52957	Edwin Yates	653-01-9876	108.70359	separated	1.94116	6.45067	6.65447	0.00000	49.51105	85.19130	6.20559	5.62607	6.32899	6.27025	5.13841	no
8412	78.96156	Cynthia Wilson	704-49-1949	32.22999	single	2.58537	5.66442	8.25009	0.00000	49.45706	20.91238	4.48022	5.19266	7.80872	3.91706	5.81282	yes
8413	42.18306	Wayne Hunt	502-59-6822	63.65689	married	2.52408	3.98713	5.38912	0.00000	63.13926	87.05048	6.31288	6.43934	6.14144	6.00908	6.80515	no
8414	83.60153	Christopher Vaughn	791-08-1841	53.16358	married	1.81536	5.50551	7.36478	1.00000	50.62313	66.05754	4.38890	3.52302	6.91060	7.41181	9.09118	no
8415	77.16643	John Rogers	409-51-6806	12.16982	divoced	2.17475	5.84682	6.35566	1.00000	49.30468	79.47265	7.91118	4.74697	7.64694	5.56077	5.82052	no
8416	49.17027	Donna Mejia	492-54-1261	58.89812	divoced	1.66674	4.17098	6.76161	1.00000	37.49666	68.84855	8.47184	3.86291	8.10947	5.21731	7.91876	no
8417	62.35329	Kristen Murphy	767-88-9601	108.61949	divoced	2.64290	7.00075	6.92370	1.00000	46.82730	45.22652	8.30872	4.36479	7.41013	4.59695	5.70426	Y
8418	26.68692	Robert Guzman	653-76-8635	7.20387	married	2.45896	5.70744	7.30836	1.00000	48.88434	42.62864	3.62685	4.05910	6.28783	7.77106	7.39662	N
8419	44.91648	Ashley Bridges	068-63-5092	83.50897	single	1.21038	6.55014	7.00842	0.00000	50.96070	79.98654	8.29975	4.25683	7.58245	5.35089	6.66454	Y
8420	73.36096	Haley Graham	724-08-4847	41.52871	separated	2.14794	7.43655	7.33277	1.00000	57.93710	69.64126	6.55248	5.22351	7.62482	5.14417	5.85359	no
8421	74.62861	Dale Johnston	300-93-6943	46.05762	married	2.90746	5.23518	6.92967	1.00000	38.94372	90.46915	5.41964	7.05859	7.96675	6.03326	5.64209	Y
8422	59.33466	Alan Gilbert	483-75-1071	62.80187	widowed	2.22442	8.58940	8.85485	0.00000	28.28321	24.68320	2.96460	2.93650	7.41657	8.58998	7.66421	Y
8423	75.00807	Jason Hess	602-91-2944	47.10377	married	18.27957	6.00805	8.17592	1.00000	40.85189	25.79559	6.49932	9.79767	6.64917	10.33739	5.60161	yes
8424	32.59584	Tina Sanchez	377-04-2089	80.68507	separated	2.07880	6.52401	7.92630	0.00000	52.65583	36.91236	6.18674	5.59703	8.37120	4.17871	6.01455	no
8425	47.27328	Joshua Peterson	809-07-4300	56.45507	married	2.67637	4.02793	7.01826	1.00000	49.33948	77.22284	3.52954	6.85174	8.29875	7.07454	6.17102	no
8426	35.74524	Jeffrey Kim	473-41-4045	84.93399	separated	2.56904	5.15807	4.34514	0.00000	32.30230	38.12867	5.08381	5.61725	7.77674	4.36206	6.30393	yes
8427	40.12069	Tasha Harrison	258-58-6515	24.91426	widowed	1.07743	6.65168	6.88222	1.00000	43.98032	65.66423	8.47808	4.72553	6.80640	7.31901	6.91761	no
8428	44.20451	Dillon Hayes	542-74-5129	82.35834	married	2.57634	7.89755	6.41277	1.00000	46.41350	65.28774	4.26374	7.18766	7.89969	7.30773	5.96054	yes
8429	68.59303	Tyler Gamble	510-39-6159	63.86622	widowed	2.53962	6.77054	5.02136	1.00000	44.48729	81.74868	6.58333	7.50500	5.05516	6.31784	6.69411	no
8430	35.65726	Patricia Wise	293-15-3972	97.63923	separated	3.15097	7.02326	3.80281	1.00000	50.62063	20.39323	6.99402	5.65255	7.37323	3.65697	5.58512	no
8431	70.63318	Austin Johnson	742-02-4777	95.95360	divoced	1.34191	8.58456	7.06069	0.00000	42.59562	72.09415	4.83749	4.58522	7.37699	5.29170	5.19515	no
8432	42.62566	Jose Estes	707-41-2366	63.99216	married	1.48860	5.99803	7.09703	0.00000	47.61444	75.96899	3.55608	3.09764	5.59989	7.09512	6.24591	yes
8433	23.49723	Louis Walters	102-89-1121	64.60558	single	2.51903	6.16427	6.04714	1.00000	31.75263	17.13135	7.30655	3.76876	8.91971	3.10939	4.71046	N
8434	45.32013	Matthew Alvarado	663-27-2351	26.02010	divoced	1.24589	7.40870	7.46173	0.00000	50.12229	31.13097	4.56038	5.83983	8.52566	4.06895	7.04851	N
8435	45.96889	Brian Perez	671-73-1812	66.48426	divoced	1.54546	6.01347	5.76850	1.00000	45.46978	58.30983	7.78480	4.02056	8.73272	4.84486	5.29855	yes
